person,categoria,genero,agno_nacimiento
Benjamín Moreno Bascur,Cultura & Ciencia,masculino,1993
Marcial González Ibieta,Cultura & Ciencia,masculino,1819
Justo Arteaga Alemparte,Cultura & Ciencia,masculino,1834
Juan Domingo Arteaga Alemparte,Cultura & Ciencia,masculino,1835
Juan Agustín Barriga Espinosa,Cultura & Ciencia,masculino,1857
Andrés Walker Valdés,Cultura & Ciencia,masculino,1894
Conrado Ríos Gallardo,Cultura & Ciencia,masculino,1896
Bobby Deglané,Cultura & Ciencia,masculino,1905
Eduardo Sepúlveda Whittle,Cultura & Ciencia,masculino,1910
Luis Hernández Parker,Cultura & Ciencia,masculino,1911
Julio von Mühlenbrock,Cultura & Ciencia,masculino,1912
Juan Segundo Checura Jeria,Cultura & Ciencia,masculino,1914
José María Navasal,Cultura & Ciencia,masculino,1916
Carlos Ansaldo,Cultura & Ciencia,masculino,1926
Ricardo García,Cultura & Ciencia,masculino,1929
Augusto  Olivares Becerra,Cultura & Ciencia,masculino,1930
Javier Miranda,Cultura & Ciencia,masculino,1930
Benjamín Teplizky,Cultura & Ciencia,masculino,1932
Elmo Catalán,Cultura & Ciencia,masculino,1932
Moshé Nes-El,Cultura & Ciencia,masculino,1932
Fernando Alarcón,Cultura & Ciencia,masculino,1940
Pablo Aguilera,Cultura & Ciencia,masculino,1940
Juan La Rivera,Cultura & Ciencia,masculino,1941
Maximiano Errázuriz,Cultura & Ciencia,masculino,1945
Pedro Carcuro,Cultura & Ciencia,masculino,1945
Ítalo Passalacqua,Cultura & Ciencia,masculino,1945
Santiago Pavlović,Cultura & Ciencia,masculino,1946
Milton Millas,Cultura & Ciencia,masculino,1947
Pablo Honorato,Cultura & Ciencia,masculino,1949
Sergio Campos Ulloa,Cultura & Ciencia,masculino,1949
Tomás Cox,Cultura & Ciencia,masculino,1950
Ricarte Soto,Cultura & Ciencia,masculino,1952
Vicente Sabatini,Cultura & Ciencia,masculino,1953
Kike Morandé,Cultura & Ciencia,masculino,1954
Checho Hirane,Cultura & Ciencia,masculino,1955
Emilio Sutherland,Cultura & Ciencia,masculino,1959
Carlos Zárate Valenzuela,Cultura & Ciencia,masculino,1960
Mauricio Hofmann,Cultura & Ciencia,masculino,1961
Nibaldo Mosciatti Olivieri,Cultura & Ciencia,masculino,1961
Marcelo Comparini,Cultura & Ciencia,masculino,1962
John Müller,Cultura & Ciencia,masculino,1964
Rodolfo Baier,Cultura & Ciencia,masculino,1964
Francisco Undurraga Gazitúa,Cultura & Ciencia,masculino,1965
Juan José Lavín,Cultura & Ciencia,masculino,1966
Polo Ramírez,Cultura & Ciencia,masculino,1966
Amaro Gómez-Pablos,Cultura & Ciencia,masculino,1967
Alex Bowen,Cultura & Ciencia,masculino,1967
Mauricio Bustamante,Cultura & Ciencia,masculino,1967
Rafael Cavada,Cultura & Ciencia,masculino,1967
Alexis López Tapia,Cultura & Ciencia,masculino,1968
Jaime Andrés Davagnino Gallegos,Cultura & Ciencia,masculino,1968
Ramón Ulloa,Cultura & Ciencia,masculino,1968
Giancarlo Petaccia,Cultura & Ciencia,masculino,1969
Mario Mauriziano,Cultura & Ciencia,masculino,1969
Matías del Río,Cultura & Ciencia,masculino,1969
Iván Núñez,Cultura & Ciencia,masculino,1970
Claudio Fariña,Cultura & Ciencia,masculino,1972
Cristián Campos Jara,Cultura & Ciencia,masculino,1972
Daniel Fuenzalida Ferdinand,Cultura & Ciencia,masculino,1972
Ernesto Garratt,Cultura & Ciencia,masculino,1972
"Don Juan Manuel ""el pichula"" Astorga",Cultura & Ciencia,masculino,1973
Eugenio Figueroa,Cultura & Ciencia,masculino,1973
Rodrigo Sepúlveda Lara,Cultura & Ciencia,masculino,1973
Felipe Avello,Cultura & Ciencia,masculino,1974
Rodrigo Herrera,Cultura & Ciencia,masculino,1974
Daniel Valenzuela,Cultura & Ciencia,masculino,1976
Gonzalo Feito,Cultura & Ciencia,masculino,1976
Andrés Caniulef,Cultura & Ciencia,masculino,1977
José Luis Reppening,Cultura & Ciencia,masculino,1977
Marcelo Arismendi,Cultura & Ciencia,masculino,1977
Ignacio Valenzuela,Cultura & Ciencia,masculino,1979
Cristián Labbé Martínez,Cultura & Ciencia,masculino,1980
Alberto Jesús López,Cultura & Ciencia,masculino,1981
Humberto Sichel,Cultura & Ciencia,masculino,1981
José Antonio Neme,Cultura & Ciencia,masculino,1981
Andrés Longton,Cultura & Ciencia,masculino,1982
Pablo Toro,Cultura & Ciencia,masculino,1983
Juan Pablo Queraltó,Cultura & Ciencia,masculino,1984
Nicolás Copano,Cultura & Ciencia,masculino,1986
Manuel José Ossandón Lira,Cultura & Ciencia,masculino,1988
Gonzalo Fouillioux,Cultura & Ciencia,masculino,1991
Ignacio Franzani,Cultura & Ciencia,masculino,1995
Braulio Jatar,Cultura & Ciencia,masculino,2000
Italo Nolli,Otro,masculino,1942
Rubén Millatureo,Otro,masculino,1962
Roberto Martínez Vásquez,Otro,masculino,1976
Lucho Plátano,Otro,masculino,2002
Yerko Leiva,Deporte,masculino,1998
Tomás Alarcón,Deporte,masculino,1999
Juan Cornejo,Deporte,masculino,1990
Sebastián Ubilla,Deporte,masculino,1990
Luis Felipe Gallegos,Deporte,masculino,1991
Matías Zaldivia,Deporte,masculino,1991
Andrés Vilches,Deporte,masculino,1992
Álvaro Ramos,Deporte,masculino,1992
Gabriel Castellón,Deporte,masculino,1993
Juan Delgado Baeza,Deporte,masculino,1993
Iván Morales Bravo,Deporte,masculino,1999
Marcelo Allende,Deporte,masculino,1999
Ricardo Soto,Deporte,masculino,1999
Carlos Ross,Deporte,masculino,1990
Sebastián Toro,Deporte,masculino,1990
Christian Bravo,Deporte,masculino,1993
Felipe Campos,Deporte,masculino,1993
Nicolás Maturana,Deporte,masculino,1993
Rodrigo Echeverría,Deporte,masculino,1995
Humberto Mansilla,Deporte,masculino,1996
Cristián Gutiérrez,Deporte,masculino,1997
Simón Ramírez Cuevas,Deporte,masculino,1998
Ignacio Saavedra,Deporte,masculino,1999
Nicolás Andrés Díaz Huincales,Deporte,masculino,1999
Carlos Labrín,Deporte,masculino,1990
Cristopher Mansilla,Deporte,masculino,1990
Francisco Castro,Deporte,masculino,1990
Mauricio Flores Ríos,Deporte,masculino,1990
Yashir Pinto,Deporte,masculino,1990
Franz Schultz,Deporte,masculino,1991
Nicolás Millán,Deporte,masculino,1991
Ronnie Fernández,Deporte,masculino,1991
Matías Jadue,Deporte,masculino,1992
Branco Ampuero,Deporte,masculino,1993
César Fuentes,Deporte,masculino,1993
Juan Messi,Deporte,masculino,1993
Rodrigo Ureña,Deporte,masculino,1993
Sebastián Martínez Muñoz,Deporte,masculino,1993
Andrés Robles Fuentes,Deporte,masculino,1994
Guillermo Soto,Deporte,masculino,1994
Henrik von Appen,Deporte,masculino,1994
Pablo Parra,Deporte,masculino,1994
Luis Pavez Muñoz,Deporte,masculino,1995
Bryan Carvallo,Deporte,masculino,1996
Ignacio Jara,Deporte,masculino,1996
Marcos Bolados,Deporte,masculino,1996
Carlos Lobos,Deporte,masculino,1997
Jimmy Martínez,Deporte,masculino,1997
Nicolas Ramirez Aguilera,Deporte,masculino,1997
Raimundo Rebolledo,Deporte,masculino,1997
Ángelo Araos,Deporte,masculino,1997
Pablo Ruíz,Deporte,masculino,1998
Vicente Fernández Godoy,Deporte,masculino,1999
Kevin Harbottle,Deporte,masculino,1990
Sebastián Pérez Kirby,Deporte,masculino,1990
Alejandro Márquez,Deporte,masculino,1991
Augusto Barrios,Deporte,masculino,1991
Leonardo Gil,Deporte,masculino,1991
Nicolás Peñailillo,Deporte,masculino,1991
Ramsés Bustos,Deporte,masculino,1991
César Valenzuela,Deporte,masculino,1992
Héctor Núñez Segovia,Deporte,masculino,1992
Alejandro Contreras,Deporte,masculino,1993
Arley Méndez,Deporte,masculino,1993
Diego Oyarzún,Deporte,masculino,1993
Ignacio Caroca,Deporte,masculino,1993
Michael Contreras,Deporte,masculino,1993
Osvaldo Bosso,Deporte,masculino,1993
Sebastián Leyton,Deporte,masculino,1993
Bernardo Cerezo Rojas,Deporte,masculino,1995
Ignacio Geraldino,Deporte,masculino,1995
Joe Abrigo,Deporte,masculino,1995
Juan Córdova,Deporte,masculino,1995
Raúl Osorio,Deporte,masculino,1995
Cristóbal Henríquez,Deporte,masculino,1996
Dilan Zúñiga,Deporte,masculino,1996
Felipe Fritz,Deporte,masculino,1997
Jaime Matias Carreño,Deporte,masculino,1997
Nozomi Kimura,Deporte,masculino,1997
Pablo Aránguiz,Deporte,masculino,1997
Michael Fuentes,Deporte,masculino,1998
Alex Ibacache,Deporte,masculino,1999
Carlos Escobar Casarin,Deporte,masculino,1990
Claudio González Landeros,Deporte,masculino,1990
Diego Vallejos Hernández,Deporte,masculino,1990
Francisco Alarcón,Deporte,masculino,1990
Hans Salinas,Deporte,masculino,1990
Jorge Romo,Deporte,masculino,1990
José Quezada,Deporte,masculino,1990
Renato González,Deporte,masculino,1990
Benjamín Vidal,Deporte,masculino,1991
Enzo Guerrero,Deporte,masculino,1991
Esteban Grimalt,Deporte,masculino,1991
Fernando Espinoza,Deporte,masculino,1991
Gary Tello,Deporte,masculino,1991
Juan Carlos Espinoza,Deporte,masculino,1991
Matías Blázquez,Deporte,masculino,1991
Misael Dávila,Deporte,masculino,1991
Rodrigo Gattas,Deporte,masculino,1991
Ronald de la Fuente,Deporte,masculino,1991
Rubén Farfán,Deporte,masculino,1991
Luis Casanova,Deporte,masculino,1992
Carlos Díaz,Deporte,masculino,1993
Gonzalo Lama,Deporte,masculino,1993
Darío Melo,Deporte,masculino,1994
Fabián Carmona,Deporte,masculino,1994
Fabián Manzano,Deporte,masculino,1994
Gerardo Navarrete,Deporte,masculino,1994
José Bizama,Deporte,masculino,1994
Matías Gutiérrez,Deporte,masculino,1994
Brayan Véjar,Deporte,masculino,1995
Diego Rojas,Deporte,masculino,1995
Juan Fuentes,Deporte,masculino,1995
Nicolás Orellana,Deporte,masculino,1995
Fabián Hormazábal,Deporte,masculino,1996
Thomas Rodríguez,Deporte,masculino,1996
Tomás Asta-Buruaga,Deporte,masculino,1996
Yerko Urra,Deporte,masculino,1996
Adrián Cuadra,Deporte,masculino,1997
Brian Torrealba,Deporte,masculino,1997
Gonzalo Collao Villegas,Deporte,masculino,1997
Iván Rozas,Deporte,masculino,1998
Zacaríai López,Deporte,masculino,1998
Ariel Uribe,Deporte,masculino,1999
Cristóbal Campos,Deporte,masculino,1999
David Henríquez Mandiola,Deporte,masculino,1999
Franco Lobos,Deporte,masculino,1999
Javier Altamirano,Deporte,masculino,1999
Kennet Lara,Deporte,masculino,1999
Matías Sepúlveda,Deporte,masculino,1999
Nicolás Guerra,Deporte,masculino,1999
Aníbal Carvallo,Deporte,masculino,1990
Cristóbal Saavedra,Deporte,masculino,1990
Jefferson Castillo,Deporte,masculino,1990
Lautaro Baeza,Deporte,masculino,1990
Miguel Escalona,Deporte,masculino,1990
Pablo Tamburrini,Deporte,masculino,1990
Ramiro González Hernández,Deporte,masculino,1990
Víctor Aravena,Deporte,masculino,1990
Bernardo Campos,Deporte,masculino,1991
Carlos Alfaro Alcántara,Deporte,masculino,1991
Claudio Jopia,Deporte,masculino,1991
Joao Ortiz,Deporte,masculino,1991
Jonathan Salvador,Deporte,masculino,1991
José Luis Silva,Deporte,masculino,1991
José Martínez Díaz,Deporte,masculino,1991
Mario Sandoval,Deporte,masculino,1991
Matías Campos López,Deporte,masculino,1991
Mirko Opazo,Deporte,masculino,1991
Mirko Serrano,Deporte,masculino,1991
Sebastián Ignacio Silva Pérez,Deporte,masculino,1991
Claudio Sepúlveda,Deporte,masculino,1992
Diego Inostroza,Deporte,masculino,1992
Diego Torres,Deporte,masculino,1992
Douglas Estay,Deporte,masculino,1992
Fabian Nuñez Cortés,Deporte,masculino,1992
Marcelo Jorquera,Deporte,masculino,1992
Pablo Corral,Deporte,masculino,1992
Tomás de Azúa e Iturgoyen,Política,masculino,1700
Manuel de Salas,Política,masculino,1754
Vicente González Palma,Política,masculino,1771
Gaspar Marín,Política,masculino,1772
Juan de Dios Vial del Río,Política,masculino,1779
Juan José Aldunate Larraín,Política,masculino,1782
Francisco Aspillaga Velasco,Política,masculino,1783
José Gabriel Palma,Política,masculino,1791
José María Bascuñán,Política,masculino,1791
José Santiago Montt Irarrázaval,Política,masculino,1797
Manuel Cerda Campos,Política,masculino,1798
Pedro Antonio Palazuelos y Astaburuaga,Política,masculino,1800
José Miguel Irarrázaval Alcalde,Política,masculino,1801
Buenaventura Castro Solís,Política,masculino,1802
Eugenio de Matta Vargas,Política,masculino,1802
Ramón Lecaros Alcalde,Política,masculino,1804
Eugenio Torres de Velasco,Política,masculino,1805
José Tocornal Velasco,Política,masculino,1806
Ventura Marín Recabarren,Política,masculino,1806
Francisco Humeres Arcaya,Política,masculino,1809
José Manuel Novoa Sanhueza,Política,masculino,1809
Juan Egaña Fabres,Política,masculino,1809
Juan Villar Prado,Política,masculino,1811
Rafael Gatica Soiza,Política,masculino,1811
Domingo Matte Mesías,Política,masculino,1812
Diego Echeverría Recabarren,Política,masculino,1813
José Ignacio Larraín Landa,Política,masculino,1813
Ambrosio Andonaegui Blanco,Política,masculino,1815
Miguel Barros Morán,Política,masculino,1815
Francisco Javier Barros Tapia,Política,masculino,1817
Santiago Montt Albano,Política,masculino,1817
Manuel José de Hurtado,Política,masculino,1819
Juan Vicente de Mira Íñiguez,Política,masculino,1820
Manuel Infante Quezada,Política,masculino,1820
Carlos Risopatrón Escudero,Política,masculino,1824
Calixto Ovalle Vicuña,Política,masculino,1825
Ignacio Errázuriz Salas,Política,masculino,1825
Cosme Campillo Ibáñez,Política,masculino,1826
Alejandro Campaña Carvajal,Política,masculino,1829
Miguel Elizalde Jiménez,Política,masculino,1830
Félix del Solar Valdés,Política,masculino,1832
Mariano Casanova,Política,masculino,1833
José Santander Achurra,Política,masculino,1834
José Bisquert de la Barrera,Política,masculino,1835
José María Barceló Carvallo,Política,masculino,1835
José Nicolás Hurtado de Mendoza y Jaraquemada,Política,masculino,1836
Joaquín Godoy Cruz,Política,masculino,1837
Manuel Serrano Vásquez,Política,masculino,1839
Miguel Yrarrázaval Vera,Política,masculino,1840
Víctor Carrasco Albano,Política,masculino,1840
José Ramón Ballesteros Ríos,Política,masculino,1843
Eduardo Videla Correas,Política,masculino,1845
Francisco Arlegui Rodríguez,Política,masculino,1845
Ventura Blanco Viel,Política,masculino,1846
Vicente Dávila Larraín,Política,masculino,1846
Domingo Godoy Cruz,Política,masculino,1847
Enrique Salvador Sanfuentes,Política,masculino,1848
Juan Antonio Santa María Carrera,Política,masculino,1848
Ricardo Letelier Silva,Política,masculino,1848
Rafael Serrano Vásquez,Política,masculino,1850
Luis Rudloff Sangmeister,Política,masculino,1852
Alejandro Maturana Feliú,Política,masculino,1853
Mauricio Lagos Letelier,Política,masculino,1854
Tomás Romero Hodges,Política,masculino,1854
Mateo Martel García,Política,masculino,1856
Samuel Mandiola Mercado,Política,masculino,1856
Manuel Antonio Cristi Aldana,Política,masculino,1857
Alberto Montt Montt,Política,masculino,1858
Claudio Matte,Política,masculino,1858
Eduardo Cortés Cabezas,Política,masculino,1859
Francisco Yrarrázaval Correa,Política,masculino,1859
Enrique Larraín Alcalde,Política,masculino,1861
Julio Zegers García-Huidobro,Política,masculino,1861
Ramón Vicuña Subercaseaux,Política,masculino,1861
Guillermo Cox Méndez,Política,masculino,1862
Óscar Viel Cavero,Política,masculino,1862
Carlos Concha Subercaseaux,Política,masculino,1863
Ramón Videla,Política,masculino,1863
Emilio Claro Cruz,Política,masculino,1865
Juan Tocornal Doursther,Política,masculino,1865
Manuel Espinosa Jara,Política,masculino,1865
Ricardo Rodríguez Herrera,Política,masculino,1865
José Ignacio García Sierpe,Política,masculino,1866
Ángel Guarello,Política,masculino,1866
Fidel Muñoz Rodríguez,Política,masculino,1867
Jorge Valdivieso Blanco,Política,masculino,1867
Guillermo Rivera Cotapos,Política,masculino,1868
Manuel García de la Huerta Izquierdo,Política,masculino,1868
Rodolfo Guillermo Döll Rojas,Política,masculino,1868
Samuel del Pozo Urzúa,Política,masculino,1869
Carlos Estévez Gazmuri,Política,masculino,1870
Jorge Errázuriz Tagle,Política,masculino,1870
Julio Prado Amor,Política,masculino,1870
Carlos Larraín Claro,Política,masculino,1871
Manuel Palacios Silva,Política,masculino,1871
Fernando Freire García,Política,masculino,1872
Horacio Campillo,Política,masculino,1872
Miguel Luis Yrarrázaval Smith,Política,masculino,1872
Pedro Montenegro Onel,Política,masculino,1872
Roberto Peragallo Silva,Política,masculino,1872
Alejandro Lira Lira,Política,masculino,1873
Guillermo Pereira Íñiguez,Política,masculino,1873
Luis Vicuña Cifuentes,Política,masculino,1873
Remigio Medina Neira,Política,masculino,1873
Samuel Castro Lastarria,Política,masculino,1873
Luis Ambrosio Concha Rodríguez,Política,masculino,1874
Luis Aníbal Barrios Ugalde,Política,masculino,1875
Rafael Urrejola Mulgrew,Política,masculino,1876
Wenceslao del Real,Política,masculino,1876
Absalón Valencia Zavala,Política,masculino,1877
Augusto Vicuña Subercaseaux,Política,masculino,1877
Gonzalo Zepeda Perry,Política,masculino,1877
Rafael Luis Gumucio Vergara,Política,masculino,1877
Ruperto Álamos Blanco,Política,masculino,1877
Arturo Alemparte,Política,masculino,1878
Arturo Prat Carvajal,Política,masculino,1878
Enrique Bermúdez de la Paz,Política,masculino,1878
Francisco Javier Correa Errázuriz,Política,masculino,1879
Luis Alberto Urrutia Ibáñez,Política,masculino,1879
Robinson Paredes Pacheco,Política,masculino,1879
Carlos Ruiz Bahamonde,Política,masculino,1880
Francisco Rivas Vicuña,Política,masculino,1880
Romualdo Silva Cortés,Política,masculino,1880
Óscar Urzúa Jaramillo,Política,masculino,1880
Elías Montecinos Matus,Política,masculino,1881
Enrique Alberto Rodríguez,Política,masculino,1881
Ismael Pereira Íñiguez,Política,masculino,1881
Carlos de Castro Ortúzar,Política,masculino,1882
Enrique Orozimbo Barbosa Baeza,Política,masculino,1882
Humberto Trucco,Política,masculino,1882
Viterbo Osorio Delgado,Política,masculino,1882
Pablo Ramírez Rodríguez,Política,masculino,1886
Pedro Hernán Freeman Caris,Política,masculino,1888
Rafael Moreno Echavarría,Política,masculino,1888
Eudocio Rivas Roa,Política,masculino,1889
Ramón Herrera Lira,Política,masculino,1890
Carlos Acharán Pérez de Arce,Política,masculino,1891
Arturo Matte,Política,masculino,1893
Pedro Castelblanco Agüero,Política,masculino,1894
Enrique Wiegand Frödden,Política,masculino,1895
Osvaldo Hiriart,Política,masculino,1895
Sebastián Santandreu Herrera,Política,masculino,1896
Camilo Prieto Concha,Política,masculino,1897
Héctor Muñoz Ayling,Política,masculino,1898
José Ignacio Escobar Ramírez,Política,masculino,1898
Rolando Merino Reyes,Política,masculino,1898
Juvenal Hernández Jaque,Política,masculino,1899
Eugenio Sánchez Foulkner,Política,masculino,1900
Mauricio Litvak,Política,masculino,1900
Alberto Ceardi Ferrer,Política,masculino,1901
Alejandro Serani Burgos,Política,masculino,1901
Guillermo Piedrabuena Richard,Política,masculino,1901
Juan José Romero Guzmán,Política,masculino,1901
Armando Holzapfel Álvarez,Política,masculino,1902
Germán Vergara Donoso,Política,masculino,1902
Jorge Baraona Puelma,Política,masculino,1902
Pedro Enrique Alfonso,Política,masculino,1903
Pedro García de la Huerta Matte,Política,masculino,1903
Carlos Muller Rivera,Política,masculino,1904
Juan Antonio Coloma Mellado,Política,masculino,1906
Luis Felipe Letelier Icaza,Política,masculino,1906
Julio Pereira Larraín,Política,masculino,1907
Manuel Pereira Irarrázaval,Política,masculino,1907
Orlando Sandoval,Política,masculino,1908
Miguel Luis Amunátegui Johnson,Política,masculino,1909
Rafael Agustín Gumucio,Política,masculino,1909
Sergio Fernández Larraín,Política,masculino,1909
Alejandro Silva Bascuñán,Política,masculino,1910
Pedro Opaso Cousiño,Política,masculino,1911
Alfredo Macario Lorca,Política,masculino,1912
Raúl Gormaz Molina,Política,masculino,1914
Héctor Correa Letelier,Política,masculino,1915
José Manuel Isla,Política,masculino,1916
Marcos Aburto,Política,masculino,1916
Jacobo Schaulsohn Numhauser,Política,masculino,1917
Raúl Ampuero,Política,masculino,1917
Alfonso Ramírez de la Fuente,Política,masculino,1918
Hernán Brücher Encina,Política,masculino,1919
Miguel Huerta Muñoz,Política,masculino,1919
Pedro Nolasco Videla Riquelme,Política,masculino,1919
Beltrán Urenda,Política,masculino,1920
Gastón de Bove Olave,Política,masculino,1920
Luis Fernando Luengo,Política,masculino,1921
Juan de Dios Vial Larraín,Política,masculino,1924
Edmundo Eluchans Malherbe,Política,masculino,1926
Juan Hamilton,Política,masculino,1927
Alberto Zaldívar,Política,masculino,1929
Raúl Morales Adriasola,Política,masculino,1929
Ricardo Rivadeneira,Política,masculino,1929
Hernán Rojo,Política,masculino,1930
